[2025-06-28 17:39:56,652] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:40:58,662] [INFO] [src.cli.commands.scrape_commands] [8b28c015] - Starting concurrent scraping run with 3 workers.
[2025-06-28 18:40:58,663] [INFO] [ConcurrentScrapingManager] [8b28c015] - Concurrent manager initialized: 3 workers, threading mode
[2025-06-28 18:40:58,663] [INFO] [src.data.processors] [8b28c015] - DataProcessor initialized with validation rules.
[2025-06-28 18:40:58,708] [WARNING] [src.cli.commands.scrape_commands] [8b28c015] - No active URLs found in the database to scrape.
[2025-06-28 18:41:26,527] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:41:26,862] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 18:41:27,356] [INFO] [src.data.database] [610324f8] - Database tables created successfully
[2025-06-28 18:41:27,356] [INFO] [src.data.database] [610324f8] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 18:41:27,356] [INFO] [src.cli.interface] [610324f8] - CLI initialized with session ID: 610324f8
[2025-06-28 18:41:27,357] [INFO] [src.cli.commands.scrape_commands] [610324f8] - Starting concurrent scraping run with 3 workers.
[2025-06-28 18:41:27,357] [INFO] [ConcurrentScrapingManager] [610324f8] - Concurrent manager initialized: 3 workers, threading mode
[2025-06-28 18:41:27,357] [INFO] [src.data.processors] [610324f8] - DataProcessor initialized with validation rules.
[2025-06-28 18:41:46,730] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:41:47,011] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 18:41:47,291] [INFO] [src.data.database] [6f561491] - Database tables created successfully
[2025-06-28 18:41:47,291] [INFO] [src.data.database] [6f561491] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 18:41:47,292] [INFO] [src.cli.interface] [6f561491] - CLI initialized with session ID: 6f561491
[2025-06-28 18:41:47,293] [INFO] [src.cli.commands.scrape_commands] [6f561491] - Starting concurrent scraping run with 3 workers.
[2025-06-28 18:41:47,293] [INFO] [ConcurrentScrapingManager] [6f561491] - Concurrent manager initialized: 3 workers, threading mode
[2025-06-28 18:41:47,293] [INFO] [src.data.processors] [6f561491] - DataProcessor initialized with validation rules.
[2025-06-28 18:41:47,352] [INFO] [ConcurrentScrapingManager] [6f561491] - Added 1 bulk jobs to queue
[2025-06-28 18:41:47,352] [INFO] [ConcurrentScrapingManager] [6f561491] - Started 3 threading workers
[2025-06-28 18:41:47,352] [INFO] [src.scrapers.factory] [NO_SESSION] - ScraperFactory initialized with 5 scrapers
[2025-06-28 18:41:47,353] [INFO] [ConcurrentScrapingManager] [6f561491] - Concurrent scraping workers started
[2025-06-28 18:41:47,353] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: amazon -> AmazonScraper
[2025-06-28 18:41:47,353] [INFO] [AmazonScraper] [NO_SESSION] - Initialized amazon scraper
[2025-06-28 18:41:47,353] [INFO] [AmazonScraper] [NO_SESSION] - Starting to scrape product: https://www.amazon.com/dp/B0863FR3S9
[2025-06-28 18:41:49,772] [INFO] [AmazonScraper] [NO_SESSION] - Successfully scraped raw data for: Sony WH-1000XM4 Wireless Premium Noise Canceling O...
[2025-06-28 18:41:49,778] [INFO] [src.data.database] [NO_SESSION] - Created site: <Site(id=4, name='amazon', scraper_type='concurrent')>
[2025-06-28 18:41:49,790] [INFO] [src.data.database] [NO_SESSION] - Created product: <Product(id=3, name='Sony WH-1000XM4 Wireless Premium Noise Canceling Overhead Headphones with Mic for Phone-Call and Alexa Voice Control, Silver WH1000XM4', brand='None')>
[2025-06-28 18:41:49,804] [INFO] [src.data.database] [NO_SESSION] - Created product URL: <ProductURL(id=3, product_id=3, site_id=4)>
[2025-06-28 18:41:49,837] [INFO] [ConcurrentScrapingManager] [NO_SESSION] - Job 25ffbf5e completed successfully (2.42s) - ThreadPoolExecutor-0_0-25ffbf5e
[2025-06-28 18:41:49,870] [INFO] [ConcurrentScrapingManager] [6f561491] - Stopping concurrent workers...
[2025-06-28 18:42:43,300] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:42:43,675] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 18:42:44,105] [INFO] [src.data.database] [34ada577] - Database tables created successfully
[2025-06-28 18:42:44,105] [INFO] [src.data.database] [34ada577] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 18:42:44,105] [INFO] [src.cli.interface] [34ada577] - CLI initialized with session ID: 34ada577
[2025-06-28 18:42:44,106] [INFO] [src.cli.commands.scrape_commands] [34ada577] - Starting concurrent scraping run with 3 workers.
[2025-06-28 18:42:44,106] [INFO] [ConcurrentScrapingManager] [34ada577] - Concurrent manager initialized: 3 workers, threading mode
[2025-06-28 18:42:44,106] [INFO] [src.data.processors] [34ada577] - DataProcessor initialized with validation rules.
[2025-06-28 18:42:44,153] [INFO] [ConcurrentScrapingManager] [34ada577] - Added 1 bulk jobs to queue
[2025-06-28 18:42:44,154] [INFO] [ConcurrentScrapingManager] [34ada577] - Started 3 threading workers
[2025-06-28 18:42:44,154] [INFO] [src.scrapers.factory] [NO_SESSION] - ScraperFactory initialized with 5 scrapers
[2025-06-28 18:42:44,154] [INFO] [ConcurrentScrapingManager] [34ada577] - Concurrent scraping workers started
[2025-06-28 18:42:44,155] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: amazon -> AmazonScraper
[2025-06-28 18:42:44,155] [INFO] [AmazonScraper] [NO_SESSION] - Initialized amazon scraper
[2025-06-28 18:42:44,155] [INFO] [AmazonScraper] [NO_SESSION] - Starting to scrape product: https://www.amazon.com/dp/B0863FR3S9
[2025-06-28 18:42:46,440] [INFO] [AmazonScraper] [NO_SESSION] - Successfully scraped raw data for: Sony WH-1000XM4 Wireless Premium Noise Canceling O...
[2025-06-28 18:42:46,462] [INFO] [src.data.database] [NO_SESSION] - Created product: <Product(id=4, name='Sony WH-1000XM4 Wireless Premium Noise Canceling Overhead Headphones with Mic for Phone-Call and Alexa Voice Control, Silver WH1000XM4', brand='None')>
[2025-06-28 18:42:46,473] [ERROR] [ConcurrentScrapingManager] [NO_SESSION] - Database storage failed: Instance <Site at 0x7fe7804f6750> is not bound to a Session; attribute refresh operation cannot proceed (Background on this error at: https://sqlalche.me/e/20/bhk3)
[2025-06-28 18:42:46,474] [ERROR] [ConcurrentScrapingManager] [NO_SESSION] - Failed to store product data: Instance <Site at 0x7fe7804f6750> is not bound to a Session; attribute refresh operation cannot proceed (Background on this error at: https://sqlalche.me/e/20/bhk3)
[2025-06-28 18:42:46,474] [INFO] [ConcurrentScrapingManager] [NO_SESSION] - Job 47cdd3de completed successfully (2.29s) - ThreadPoolExecutor-0_0-47cdd3de
[2025-06-28 18:42:46,568] [INFO] [ConcurrentScrapingManager] [34ada577] - Stopping concurrent workers...
[2025-06-28 18:42:46,568] [INFO] [ConcurrentScrapingManager] [34ada577] - All workers stopped successfully
[2025-06-28 18:42:46,568] [INFO] [src.cli.commands.scrape_commands] [34ada577] - Scraping run completed. Results: {'started_at': datetime.datetime(2025, 6, 28, 14, 42, 44, 106583), 'jobs_queued': 1, 'jobs_completed': 1, 'jobs_failed': 0, 'total_processing_time': 2.294034004211426, 'sites_processed': ['amazon'], 'elapsed_time': 2.461991, 'jobs_active': 0, 'queue_size': 0, 'avg_processing_time': 2.294034004211426, 'throughput': 0.40617532720468924}
[2025-06-28 18:44:07,540] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:44:07,553] [INFO] [src.data.database] [NO_SESSION] - Database tables created successfully
[2025-06-28 18:44:07,554] [INFO] [src.data.database] [NO_SESSION] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 18:44:12,133] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 18:44:12,461] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 18:44:12,918] [INFO] [src.data.database] [ab049cf3] - Database tables created successfully
[2025-06-28 18:44:12,918] [INFO] [src.data.database] [ab049cf3] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 18:44:12,919] [INFO] [src.cli.interface] [ab049cf3] - CLI initialized with session ID: ab049cf3
[2025-06-28 18:44:12,919] [INFO] [src.cli.commands.scrape_commands] [ab049cf3] - Starting concurrent scraping run with 3 workers.
[2025-06-28 18:44:12,919] [INFO] [ConcurrentScrapingManager] [ab049cf3] - Concurrent manager initialized: 3 workers, threading mode
[2025-06-28 18:44:12,919] [INFO] [src.data.processors] [ab049cf3] - DataProcessor initialized with validation rules.
[2025-06-28 18:44:12,980] [WARNING] [src.cli.commands.scrape_commands] [ab049cf3] - No active URLs found in the database to scrape.
[2025-06-28 19:19:44,015] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 19:19:44,469] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 19:19:45,059] [INFO] [src.data.database] [9c21c259] - Database tables created successfully
[2025-06-28 19:19:45,060] [INFO] [src.data.database] [9c21c259] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 19:19:45,060] [INFO] [src.cli.interface] [9c21c259] - CLI initialized with session ID: 9c21c259
[2025-06-28 19:19:45,061] [INFO] [src.cli.commands.scrape_commands] [9c21c259] - Starting concurrent scraping run with 3 workers.
[2025-06-28 19:19:45,061] [INFO] [ConcurrentScrapingManager] [9c21c259] - Concurrent manager initialized: 3 workers, threading mode
[2025-06-28 19:19:45,061] [INFO] [src.data.processors] [9c21c259] - DataProcessor initialized with validation rules.
[2025-06-28 19:19:45,165] [WARNING] [src.cli.commands.scrape_commands] [9c21c259] - No active URLs found in the database to scrape.
[2025-06-28 19:20:14,020] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 19:20:14,248] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 19:20:14,725] [INFO] [src.data.database] [8affea6c] - Database tables created successfully
[2025-06-28 19:20:14,725] [INFO] [src.data.database] [8affea6c] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 19:20:14,725] [INFO] [src.cli.interface] [8affea6c] - CLI initialized with session ID: 8affea6c
[2025-06-28 19:20:14,726] [INFO] [src.cli.commands.scrape_commands] [8affea6c] - Starting concurrent scraping run with 3 workers.
[2025-06-28 19:20:14,726] [INFO] [ConcurrentScrapingManager] [8affea6c] - Concurrent manager initialized: 3 workers, threading mode
[2025-06-28 19:20:14,726] [INFO] [src.data.processors] [8affea6c] - DataProcessor initialized with validation rules.
[2025-06-28 19:20:14,821] [INFO] [ConcurrentScrapingManager] [8affea6c] - Added 1 bulk jobs to queue
[2025-06-28 19:20:14,822] [INFO] [ConcurrentScrapingManager] [8affea6c] - Started 3 threading workers
[2025-06-28 19:20:14,822] [INFO] [src.scrapers.factory] [NO_SESSION] - ScraperFactory initialized with 5 scrapers
[2025-06-28 19:20:14,823] [INFO] [ConcurrentScrapingManager] [8affea6c] - Concurrent scraping workers started
[2025-06-28 19:20:14,823] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: ebay -> EbayScraper
[2025-06-28 19:20:14,825] [INFO] [EbayScraper] [NO_SESSION] - Initialized ebay scraper
[2025-06-28 19:20:14,825] [INFO] [EbayScraper] [NO_SESSION] - Starting to scrape product: https://www.ebay.com/itm/335930354247
[2025-06-28 19:20:16,297] [INFO] [EbayScraper] [NO_SESSION] - Successfully scraped raw data for: Invicta Men's Pro Diver 45mm Quartz Rubber Strap W...
[2025-06-28 19:20:16,323] [INFO] [src.data.database] [NO_SESSION] - Created site: <Site(id=5, name='ebay', scraper_type='concurrent')>
[2025-06-28 19:20:16,355] [INFO] [src.data.database] [NO_SESSION] - Created product: <Product(id=6, name='Invicta Men's Pro Diver 45mm Quartz Rubber Strap Watch - Choice of Color', brand='None')>
[2025-06-28 19:20:16,375] [INFO] [src.data.database] [NO_SESSION] - Created product URL: <ProductURL(id=5, product_id=6, site_id=5)>
[2025-06-28 19:20:16,409] [INFO] [ConcurrentScrapingManager] [NO_SESSION] - Job b6c21e2e completed successfully (1.48s) - ThreadPoolExecutor-0_0-b6c21e2e
[2025-06-28 19:20:16,438] [INFO] [ConcurrentScrapingManager] [8affea6c] - Stopping concurrent workers...
[2025-06-28 19:20:16,440] [INFO] [ConcurrentScrapingManager] [8affea6c] - All workers stopped successfully
[2025-06-28 19:20:16,444] [INFO] [src.cli.commands.scrape_commands] [8affea6c] - Scraping run completed. Results: {'started_at': datetime.datetime(2025, 6, 28, 15, 20, 14, 726338), 'jobs_queued': 1, 'jobs_completed': 1, 'jobs_failed': 0, 'total_processing_time': 1.4756884574890137, 'sites_processed': ['ebay'], 'elapsed_time': 1.718178, 'jobs_active': 0, 'queue_size': 0, 'avg_processing_time': 1.4756884574890137, 'throughput': 0.5820118753703051}
[2025-06-28 19:20:46,723] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 19:20:46,978] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 19:20:47,464] [INFO] [src.data.database] [b602eb89] - Database tables created successfully
[2025-06-28 19:20:47,465] [INFO] [src.data.database] [b602eb89] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 19:20:47,465] [INFO] [src.cli.interface] [b602eb89] - CLI initialized with session ID: b602eb89
[2025-06-28 19:20:51,737] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 19:20:51,949] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 19:20:52,305] [INFO] [src.data.database] [d5fff51d] - Database tables created successfully
[2025-06-28 19:20:52,306] [INFO] [src.data.database] [d5fff51d] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 19:20:52,306] [INFO] [src.cli.interface] [d5fff51d] - CLI initialized with session ID: d5fff51d
[2025-06-28 19:20:56,780] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 19:20:56,994] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 19:20:57,345] [INFO] [src.data.database] [1e1a62f3] - Database tables created successfully
[2025-06-28 19:20:57,346] [INFO] [src.data.database] [1e1a62f3] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 19:20:57,346] [INFO] [src.cli.interface] [1e1a62f3] - CLI initialized with session ID: 1e1a62f3
[2025-06-28 19:21:01,611] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 19:21:01,764] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 19:21:02,007] [INFO] [src.data.database] [bfa80727] - Database tables created successfully
[2025-06-28 19:21:02,007] [INFO] [src.data.database] [bfa80727] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 19:21:02,008] [INFO] [src.cli.interface] [bfa80727] - CLI initialized with session ID: bfa80727
[2025-06-28 19:21:06,873] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 19:21:07,097] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 19:21:07,450] [INFO] [src.data.database] [dad80f46] - Database tables created successfully
[2025-06-28 19:21:07,451] [INFO] [src.data.database] [dad80f46] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 19:21:07,451] [INFO] [src.cli.interface] [dad80f46] - CLI initialized with session ID: dad80f46
[2025-06-28 19:21:07,453] [INFO] [src.analysis.statistics] [dad80f46] - StatisticsAnalyzer initialized.
[2025-06-28 19:21:13,220] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 19:21:13,435] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 19:21:13,787] [INFO] [src.data.database] [55d9fdec] - Database tables created successfully
[2025-06-28 19:21:13,787] [INFO] [src.data.database] [55d9fdec] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 19:21:13,787] [INFO] [src.cli.interface] [55d9fdec] - CLI initialized with session ID: 55d9fdec
[2025-06-28 19:21:13,788] [INFO] [src.cli.commands.scrape_commands] [55d9fdec] - Starting concurrent scraping run with 3 workers.
[2025-06-28 19:21:13,788] [INFO] [ConcurrentScrapingManager] [55d9fdec] - Concurrent manager initialized: 3 workers, threading mode
[2025-06-28 19:21:13,788] [INFO] [src.data.processors] [55d9fdec] - DataProcessor initialized with validation rules.
[2025-06-28 19:21:13,878] [INFO] [ConcurrentScrapingManager] [55d9fdec] - Added 3 bulk jobs to queue
[2025-06-28 19:21:13,878] [INFO] [ConcurrentScrapingManager] [55d9fdec] - Started 3 threading workers
[2025-06-28 19:21:13,880] [INFO] [src.scrapers.factory] [NO_SESSION] - ScraperFactory initialized with 5 scrapers
[2025-06-28 19:21:13,881] [INFO] [ConcurrentScrapingManager] [55d9fdec] - Concurrent scraping workers started
[2025-06-28 19:21:13,882] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: amazon -> AmazonScraper
[2025-06-28 19:21:13,882] [INFO] [AmazonScraper] [NO_SESSION] - Initialized amazon scraper
[2025-06-28 19:21:13,882] [INFO] [AmazonScraper] [NO_SESSION] - Starting to scrape product: https://www.amazon.com/dp/B0863FR3S9
[2025-06-28 19:21:15,887] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: amazon -> AmazonScraper
[2025-06-28 19:21:15,895] [INFO] [AmazonScraper] [NO_SESSION] - Initialized amazon scraper
[2025-06-28 19:21:15,935] [INFO] [AmazonScraper] [NO_SESSION] - Starting to scrape product: https://www.amazon.com/dp/B0CHX1W1XY
[2025-06-28 19:21:16,112] [INFO] [AmazonScraper] [NO_SESSION] - Successfully scraped raw data for: Sony WH-1000XM4 Wireless Premium Noise Canceling O...
[2025-06-28 19:21:16,121] [INFO] [src.data.database] [NO_SESSION] - Created product: <Product(id=7, name='Sony WH-1000XM4 Wireless Premium Noise Canceling Overhead Headphones with Mic for Phone-Call and Alexa Voice Control, Silver WH1000XM4', brand='None')>
[2025-06-28 19:21:16,146] [ERROR] [ConcurrentScrapingManager] [NO_SESSION] - Database storage failed: Instance <Site at 0x7f9bd5bae6f0> is not bound to a Session; attribute refresh operation cannot proceed (Background on this error at: https://sqlalche.me/e/20/bhk3)
[2025-06-28 19:21:16,146] [ERROR] [ConcurrentScrapingManager] [NO_SESSION] - Failed to store product data: Instance <Site at 0x7f9bd5bae6f0> is not bound to a Session; attribute refresh operation cannot proceed (Background on this error at: https://sqlalche.me/e/20/bhk3)
[2025-06-28 19:21:16,147] [INFO] [ConcurrentScrapingManager] [NO_SESSION] - Job bab02c4a completed successfully (2.24s) - ThreadPoolExecutor-0_0-bab02c4a
[2025-06-28 19:21:16,535] [WARNING] [AmazonScraper] [NO_SESSION] - Request failed for https://www.amazon.com/dp/B0CHX1W1XY: 404 Client Error: Not Found for url: https://www.amazon.com/dp/B0CHX1W1XY
[2025-06-28 19:21:16,535] [INFO] [AmazonScraper] [NO_SESSION] - Retrying in 1 seconds...
[2025-06-28 19:21:17,756] [INFO] [AmazonScraper] [NO_SESSION] - Successfully scraped raw data for: N/A...
[2025-06-28 19:21:17,756] [ERROR] [src.data.processors] [NO_SESSION] - Data validation failed for URL https://www.amazon.com/dp/B0CHX1W1XY: Title is missing.
[2025-06-28 19:21:17,756] [WARNING] [ConcurrentScrapingManager] [NO_SESSION] - Retrying job aad0563c (attempt 1)
[2025-06-28 19:21:17,900] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: amazon -> AmazonScraper
[2025-06-28 19:21:17,901] [INFO] [AmazonScraper] [NO_SESSION] - Initialized amazon scraper
[2025-06-28 19:21:17,901] [INFO] [AmazonScraper] [NO_SESSION] - Starting to scrape product: https://www.amazon.com/dp/B0863FR3S9
[2025-06-28 19:21:19,904] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: amazon -> AmazonScraper
[2025-06-28 19:21:19,905] [INFO] [AmazonScraper] [NO_SESSION] - Initialized amazon scraper
[2025-06-28 19:21:19,905] [INFO] [AmazonScraper] [NO_SESSION] - Starting to scrape product: https://www.amazon.com/dp/B0CHX1W1XY
[2025-06-28 19:21:20,152] [INFO] [AmazonScraper] [NO_SESSION] - Successfully scraped raw data for: Sony WH-1000XM4 Wireless Premium Noise Canceling O...
[2025-06-28 19:21:20,156] [INFO] [src.data.database] [NO_SESSION] - Created product: <Product(id=8, name='Sony WH-1000XM4 Wireless Premium Noise Canceling Overhead Headphones with Mic for Phone-Call and Alexa Voice Control, Silver WH1000XM4', brand='None')>
[2025-06-28 19:21:20,190] [ERROR] [ConcurrentScrapingManager] [NO_SESSION] - Database storage failed: Instance <Site at 0x7f9bd5bd9940> is not bound to a Session; attribute refresh operation cannot proceed (Background on this error at: https://sqlalche.me/e/20/bhk3)
[2025-06-28 19:21:20,192] [ERROR] [ConcurrentScrapingManager] [NO_SESSION] - Failed to store product data: Instance <Site at 0x7f9bd5bd9940> is not bound to a Session; attribute refresh operation cannot proceed (Background on this error at: https://sqlalche.me/e/20/bhk3)
[2025-06-28 19:21:20,192] [INFO] [ConcurrentScrapingManager] [NO_SESSION] - Job 6150caa9 completed successfully (2.25s) - ThreadPoolExecutor-0_0-6150caa9
[2025-06-28 19:21:20,345] [WARNING] [AmazonScraper] [NO_SESSION] - Request failed for https://www.amazon.com/dp/B0CHX1W1XY: 404 Client Error: Not Found for url: https://www.amazon.com/dp/B0CHX1W1XY
[2025-06-28 19:21:20,345] [INFO] [AmazonScraper] [NO_SESSION] - Retrying in 1 seconds...
[2025-06-28 19:21:21,561] [INFO] [AmazonScraper] [NO_SESSION] - Successfully scraped raw data for: N/A...
[2025-06-28 19:21:21,561] [ERROR] [src.data.processors] [NO_SESSION] - Data validation failed for URL https://www.amazon.com/dp/B0CHX1W1XY: Title is missing.
[2025-06-28 19:21:21,562] [WARNING] [ConcurrentScrapingManager] [NO_SESSION] - Retrying job aad0563c (attempt 2)
[2025-06-28 19:21:21,963] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: amazon -> AmazonScraper
[2025-06-28 19:21:21,963] [INFO] [AmazonScraper] [NO_SESSION] - Initialized amazon scraper
[2025-06-28 19:21:21,963] [INFO] [AmazonScraper] [NO_SESSION] - Starting to scrape product: https://www.amazon.com/dp/B0CHX1W1XY
[2025-06-28 19:21:22,364] [WARNING] [AmazonScraper] [NO_SESSION] - Request failed for https://www.amazon.com/dp/B0CHX1W1XY: 404 Client Error: Not Found for url: https://www.amazon.com/dp/B0CHX1W1XY
[2025-06-28 19:21:22,365] [INFO] [AmazonScraper] [NO_SESSION] - Retrying in 1 seconds...
[2025-06-28 19:21:23,581] [INFO] [AmazonScraper] [NO_SESSION] - Successfully scraped raw data for: N/A...
[2025-06-28 19:21:23,581] [ERROR] [src.data.processors] [NO_SESSION] - Data validation failed for URL https://www.amazon.com/dp/B0CHX1W1XY: Title is missing.
[2025-06-28 19:21:23,581] [WARNING] [ConcurrentScrapingManager] [NO_SESSION] - Retrying job aad0563c (attempt 3)
[2025-06-28 19:21:23,983] [INFO] [src.scrapers.factory] [NO_SESSION] - Creating scraper: amazon -> AmazonScraper
[2025-06-28 19:21:23,983] [INFO] [AmazonScraper] [NO_SESSION] - Initialized amazon scraper
[2025-06-28 19:21:23,983] [INFO] [AmazonScraper] [NO_SESSION] - Starting to scrape product: https://www.amazon.com/dp/B0CHX1W1XY
[2025-06-28 19:21:24,383] [WARNING] [AmazonScraper] [NO_SESSION] - Request failed for https://www.amazon.com/dp/B0CHX1W1XY: 404 Client Error: Not Found for url: https://www.amazon.com/dp/B0CHX1W1XY
[2025-06-28 19:21:24,384] [INFO] [AmazonScraper] [NO_SESSION] - Retrying in 1 seconds...
[2025-06-28 19:21:25,591] [INFO] [AmazonScraper] [NO_SESSION] - Successfully scraped raw data for: N/A...
[2025-06-28 19:21:25,592] [ERROR] [src.data.processors] [NO_SESSION] - Data validation failed for URL https://www.amazon.com/dp/B0CHX1W1XY: Title is missing.
[2025-06-28 19:21:25,593] [ERROR] [ConcurrentScrapingManager] [NO_SESSION] - Job aad0563c failed permanently: Data validation failed for URL https://www.amazon.com/dp/B0CHX1W1XY: Title is missing.
[2025-06-28 19:21:25,615] [INFO] [ConcurrentScrapingManager] [55d9fdec] - Stopping concurrent workers...
[2025-06-28 19:21:25,616] [INFO] [ConcurrentScrapingManager] [55d9fdec] - All workers stopped successfully
[2025-06-28 19:21:25,617] [INFO] [src.cli.commands.scrape_commands] [55d9fdec] - Scraping run completed. Results: {'started_at': datetime.datetime(2025, 6, 28, 15, 21, 13, 788793), 'jobs_queued': 3, 'jobs_completed': 2, 'jobs_failed': 4, 'total_processing_time': 11.24331521987915, 'sites_processed': ['amazon'], 'elapsed_time': 11.828107, 'jobs_active': 0, 'queue_size': 0, 'avg_processing_time': 5.621657609939575, 'throughput': 0.169088764584223}
[2025-06-28 19:21:33,053] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 19:21:33,278] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 19:21:33,638] [INFO] [src.data.database] [a3c30f4f] - Database tables created successfully
[2025-06-28 19:21:33,638] [INFO] [src.data.database] [a3c30f4f] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 19:21:33,638] [INFO] [src.cli.interface] [a3c30f4f] - CLI initialized with session ID: a3c30f4f
[2025-06-28 19:21:33,639] [INFO] [src.analysis.statistics] [a3c30f4f] - StatisticsAnalyzer initialized.
[2025-06-28 19:21:33,731] [ERROR] [src.data.database] [a3c30f4f] - Database session error: (sqlite3.OperationalError) no such function: stddev
[SQL: SELECT products.id AS product_id, products.name AS product_name, avg(price_history.price) AS mean_price, stddev(price_history.price) AS std_dev_price, count(price_history.id) AS data_points 
FROM products JOIN product_urls ON products.id = product_urls.product_id JOIN price_history ON product_urls.id = price_history.product_url_id GROUP BY products.id, products.name 
HAVING count(price_history.id) > ?]
[parameters: (5,)]
(Background on this error at: https://sqlalche.me/e/20/e3q8)
[2025-06-28 19:25:47,820] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 19:25:48,313] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 19:25:48,837] [INFO] [src.data.database] [43323ab1] - Database tables created successfully
[2025-06-28 19:25:48,837] [INFO] [src.data.database] [43323ab1] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 19:25:48,837] [INFO] [__main__] [43323ab1] - CLI initialized with session ID: 43323ab1
[2025-06-28 19:25:54,324] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 19:25:54,589] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 19:25:54,932] [INFO] [src.data.database] [8f5ebcb5] - Database tables created successfully
[2025-06-28 19:25:54,932] [INFO] [src.data.database] [8f5ebcb5] - Database initialized with URL: sqlite:///data/price_monitor.db
[2025-06-28 19:25:54,932] [INFO] [__main__] [8f5ebcb5] - CLI initialized with session ID: 8f5ebcb5
[2025-06-28 19:25:58,720] [INFO] [LoggerManager] [NO_SESSION] - Logging system initialized successfully
[2025-06-28 19:25:58,893] [INFO] [src.data.database] [NO_SESSION] - DatabaseManager initialized
[2025-06-28 19:25:59,200] [INFO] [src.data.database] [58ae476c] - Database tables created successfully
[2025-06-28 19:25:59,201] [INFO] [src.data.database] [58ae476c] - Database initialized with URL: sqlite:///data/price_monitor.db
